Level	Rule Name	Subject	Property	Value
WARN	missing_definition	oboInOwl:treat-xrefs-as-genus-differentia	IAO:0000115		
WARN	missing_definition	foaf:depiction	IAO:0000115		
WARN	invalid_xref	PLANA:0000403	oboInOwl:hasDbXref	C94478	
WARN	invalid_xref	PLANA:0000459	oboInOwl:hasDbXref	C90609	
WARN	invalid_xref	PLANA:0000470	oboInOwl:hasDbXref	C12617	
WARN	invalid_xref	PLANA:0000492	oboInOwl:hasDbXref	C12929	
WARN	invalid_xref	PLANA:0000493	oboInOwl:hasDbXref	C32349	
WARN	invalid_xref	PLANA:0000500	oboInOwl:hasDbXref	C34070	
WARN	invalid_xref	PLANA:0000501	oboInOwl:hasDbXref	GO_0042995	
WARN	invalid_xref	PLANA:0000502	oboInOwl:hasDbXref	GO_0098858	
WARN	invalid_xref	PLANA:0000503	oboInOwl:hasDbXref	GO_0005929	
WARN	invalid_xref	PLANA:0000505	oboInOwl:hasDbXref	GO_0044291	
WARN	invalid_xref	PLANA:0000511	oboInOwl:hasDbXref	CP_0000027	
WARN	invalid_xref	PLANA:0000512	oboInOwl:hasDbXref	CP_0000028	
WARN	invalid_xref	PLANA:0000513	oboInOwl:hasDbXref	GO_0044444	
WARN	invalid_xref	PLANA:0000516	oboInOwl:hasDbXref	GO_0007010	
WARN	invalid_xref	PLANA:0000518	oboInOwl:hasDbXref	GO_0043229	
WARN	invalid_xref	PLANA:0000519	oboInOwl:hasDbXref	GO_0043232	
WARN	invalid_xref	PLANA:0000520	oboInOwl:hasDbXref	GO_0016020	
WARN	invalid_xref	PLANA:0000521	oboInOwl:hasDbXref	GO_0098588	
WARN	invalid_xref	PLANA:0000522	oboInOwl:hasDbXref	GO_0044425	
WARN	invalid_xref	PLANA:0000523	oboInOwl:hasDbXref	GO_0044459	
WARN	invalid_xref	PLANA:0000524	oboInOwl:hasDbXref	GO_0031090	
WARN	invalid_xref	PLANA:0000525	oboInOwl:hasDbXref	GO_0043226	
WARN	invalid_xref	PLANA:0000527	oboInOwl:hasDbXref	GO_0043231	
WARN	invalid_xref	PLANA:0000528	oboInOwl:hasDbXref	GO_0005794	
WARN	invalid_xref	PLANA:0000529	oboInOwl:hasDbXref	GO_0005634	
WARN	invalid_xref	PLANA:0000530	oboInOwl:hasDbXref	GO_0099503	
WARN	invalid_xref	PLANA:0000531	oboInOwl:hasDbXref	GO_0043228	
WARN	invalid_xref	PLANA:0000532	oboInOwl:hasDbXref	GO_0044428	
WARN	invalid_xref	PLANA:0000533	oboInOwl:hasDbXref	GO_0005730	
WARN	invalid_xref	PLANA:0000534	oboInOwl:hasDbXref	GO_0000785	
WARN	invalid_xref	PLANA:0000535	oboInOwl:hasDbXref	GO_0000792	
WARN	invalid_xref	PLANA:0000536	oboInOwl:hasDbXref	GO_0000791	
WARN	invalid_xref	PLANA:0000537	oboInOwl:hasDbXref	GO_0005840	
WARN	invalid_xref	PLANA:0001005	oboInOwl:hasDbXref	C32186	
INFO	lowercase_definition	PLANA:0000110	IAO:0000115	foxA1+ neoblasts and their post-mitotic, differentiating daughters required for maintenance and regeneration of the definitive pharynx.	
INFO	lowercase_definition	PLANA:0000130	IAO:0000115	piwi-1+, nkx1-1+ progenitor neoblasts required for specification of circular muscle fibers.	
INFO	lowercase_definition	PLANA:0000134	IAO:0000115	piwi-1+, myoD+, snail-1+ progenitor neoblasts required for specification and creation of longitudinal muscle fibers.	
INFO	lowercase_definition	PLANA:0000219	IAO:0000115	gh4+, nanos+ cells residing at the testis periphery that self-renew and give rise to differentiating daughters that will ultimately produce haploid sperm.	
INFO	lowercase_definition	PLANA:0000227	IAO:0000115	1. A gamete (as an egg or sperm cell) or one of its antecedent cells. 2. A mature male or female germ cell usually possessing a haploid chromosome set and capable of initiating formation of a new diploid individual by fusion with a gamete of the opposite sex.	
INFO	lowercase_definition	PLANA:0000494	IAO:0000115	any of the nerve fiber tracts that span the longitudinal fissure between the cerebral and/or cerebellar hemispheres of the brain	
INFO	lowercase_definition	PLANA:0004506	IAO:0000115	dmd-1+ expressing somatic cells within the testis that promote male GSC maintenance. dmd-1+, ophis-1+ somatic gonadal cells ensheath germ cells via long cytoplasmic processes and promote differentiation.	
INFO	lowercase_definition	PLANA:0004507	IAO:0000115	ophis+ somatic cells (gh4-, nanos-) in the ovary that may provide trophic support to female germline stem cells and differentiating oogonia.	
INFO	lowercase_definition	PLANA:0004521	IAO:0000115	foxA1+ epithelial cell contained in the temporary embryonic pharynx.	
INFO	lowercase_definition	PLANA:0007536	IAO:0000115	feature restricted to	
INFO	lowercase_definition	PLANA:0007546	IAO:0000115	piwi-1+, runt-1+, ap2+ progenitor neoblasts required for production of TrpA+ neurons.	
INFO	lowercase_definition	PLANA:0007547	IAO:0000115	piwi-1+, foxD+, prep+ progenitor neoblasts required for formation of the anterior pole.	
INFO	lowercase_definition	PLANA:0007550	IAO:0000115	piwi-1+, lhx1/5-1+, pitx+ progenitor neoblasts required for specification of tph+ serotonergic neurons.	
INFO	lowercase_definition	PLANA:0007551	IAO:0000115	piwi-1+, klf+ progenitor neoblasts required for production of cintillo+ sensory neurons.	
INFO	lowercase_definition	PLANA:0007555	IAO:0000115	piwi-1+, pax3/7+ progenitor neoblasts implicated in the production of DBH+ ventral midline neurons.	
INFO	missing_superclass	BSPO:0000400	rdfs:subClassOf		
INFO	missing_superclass	CARO:0000008	rdfs:subClassOf		
INFO	missing_superclass	GO:0005575	rdfs:subClassOf		
INFO	missing_superclass	GO:0007338	rdfs:subClassOf		
INFO	missing_superclass	GO:0009653	rdfs:subClassOf		
INFO	missing_superclass	GO:0009790	rdfs:subClassOf		
INFO	missing_superclass	GO:0009888	rdfs:subClassOf		
INFO	missing_superclass	GO:0019953	rdfs:subClassOf		
INFO	missing_superclass	GO:0048609	rdfs:subClassOf		
INFO	missing_superclass	GO:0048856	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000021	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000033	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000040	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000071	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000112	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0000433	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0007507	rdfs:subClassOf		
INFO	missing_superclass	PLANA:0007537	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000015	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000061	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000068	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000092	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000104	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000105	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000106	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000465	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000466	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000475	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0000476	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0005423	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0006983	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0007567	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0007651	rdfs:subClassOf		
